Month,age,gender,targetset,accuracy,rt_mean,P_no,P_rt,M_no,M_rt,P1_no,P1_rt,P234_no,P234_rt,M1_no,M1_rt,M234_no,M234_rt,PV_no,PV_rt,PA_no,PA_rt,MV_no,MV_rt,MA_no,MA_rt,MAV_no,MAV_rt,V2A_no,V2A_rt,A2V_no,A2V_rt,V2V_no,V2V_rt,A2A_no,A2A_rt,PV2A_no,PV2A_rt,PA2V_no,PA2V_rt,MV2A_no,MV2A_rt,MA2V_no,MA2V_rt,PV2V_no,PV2V_rt,PA2A_no,PA2A_rt,MV2V_no,MV2V_rt,MA2A_no,MA2A_rt,P_Rr_no,P_Rr_rt,P_Rs_no,P_Rs_rt,M_Rr_no,M_Rr_rt,M_Rs_no,M_Rs_rt,T1V_no,T1V_rt,T1A_no,T1A_rt,T2V_no,T2V_rt,T2A_no,T2A_rt
53,4,F,1,0.80405,1.7547,25,1.6736,46,1.7922,6,1.5702,19,1.7157,12,1.5403,34,1.8958,14,1.4674,11,1.9511,20,1.6614,17,2.0587,9,1.6381,8,1.8664,10,1.5843,11,1.6209,9,2.0826,4,1.5364,3,1.1619,4,2.1881,7,1.7704,5,1.7175,5,2.1237,6,1.5316,4,2.035,8,1.7174,11,1.6992,17,1.85,17,1.9371,7,1.8835,5,2.43,7,1.0325,5,2.4258
54,4,M,2,0.91216,1.322,30,1.2182,57,1.3779,8,1.2517,22,1.2072,12,1.2078,45,1.4251,16,1.0682,14,1.3904,25,1.2804,25,1.551,7,1.1207,6,1.3587,11,1.3912,15,0.82772,13,1.2839,4,1.5949,3,1.4973,2,0.86918,8,1.3611,7,0.83225,5,1.1159,8,0.81442,8,1.3916,10,1.1398,12,1.2534,18,1.0929,27,1.6405,8,1.1592,7,1.7599,8,0.9781,7,1.7526
53,4,F,1,0.88514,1.8354,27,1.6726,58,1.9228,6,2.0839,21,1.5565,13,1.8651,45,1.9322,14,1.7364,13,1.6072,25,1.9236,24,2.0708,9,1.4848,10,1.7632,14,1.8155,12,1.8332,12,1.8356,6,1.5176,5,2.0147,4,2.1427,9,1.7125,4,1.2538,4,1.2825,8,2.1251,8,2.1053,10,1.3336,11,1.7434,20,1.7454,25,2.0815,6,1.7441,5,2.044,8,1.6961,5,2.0522
57,4,F,2,0.9527,2.2572,30,2.1582,61,2.2989,7,2.0898,23,2.1778,14,2.3962,47,2.2778,16,2.0767,14,2.2451,27,2.3407,25,2.327,9,2.1305,10,2.4536,13,2.3972,14,2.2013,13,2.2737,6,2.4846,4,2.1432,4,2.4206,9,2.4935,5,1.8435,5,2.0169,9,2.3842,8,2.4186,10,2.1544,13,2.1855,20,2.4645,27,2.1266,8,1.9827,6,2.1163,8,2.1602,6,2.1126
58,4,F,1,0.58108,2.1449,15,1.9457,25,2.2675,3,2.2654,12,1.8617,9,2.3713,16,2.2023,6,2.1707,9,1.7956,12,2.3184,7,2.352,6,2.0613,6,2.1336,4,2.827,9,2.0526,7,1.7695,4,2.0755,1,2.6954,2,2.2601,3,2.8755,3,2.0647,4,1.5294,6,2.0438,3,2.0929,8,1.7903,4,2.0225,6,2.0811,10,2.2748,5,2.2577,3,1.8181,1,1.7095,3,1.7881
47,4,F,2,0.89189,1.5858,31,1.3424,49,1.7388,9,1.6379,22,1.223,11,1.8157,38,1.7229,16,1.2588,15,1.4395,24,1.6208,18,1.9542,7,1.5925,7,1.5453,11,1.7021,15,1.1923,11,1.8344,4,1.4162,3,1.3984,3,1.7164,8,1.8268,7,0.95005,6,1.3774,8,1.3944,5,2.3908,10,1.1986,12,1.2431,17,1.646,21,1.7766,8,1.4239,7,1.4952,8,1.0917,7,1.4991
53,4,F,1,0.90541,1.3988,30,1.1799,53,1.5277,9,1.2506,21,1.1483,11,1.3583,42,1.57,16,1.0698,14,1.3129,26,1.085,20,2.3108,7,0.90987,6,1.5324,11,1.0053,15,0.9447,10,1.58,4,1.3721,3,0.99944,2,1.8784,8,1.0135,7,1.0315,5,1.254,8,0.87236,5,1.9095,10,1.0616,11,1.2301,18,1.2039,24,1.8513,8,1.0281,7,1.3684,8,1.1063,7,1.3594
55,4,F,2,0.72973,1.7939,25,1.7629,36,1.818,6,1.6784,19,1.79,7,1.7745,29,1.8297,13,1.5835,12,1.97,17,1.8227,15,1.8681,4,1.6231,7,1.8511,7,1.4177,10,1.9687,8,2.2535,4,2.0437,5,1.4424,3,1.5707,2,1.327,4,1.7512,2,1.8533,6,2.1336,6,2.3971,6,1.7172,13,1.8139,12,1.9266,17,1.755,5,2.301,6,2.2877,8,1.1316,6,2.2924
53,4,M,1,0.78378,2.3213,24,2.3108,46,2.3218,8,2.345,16,2.3009,9,2.7991,37,2.2055,13,1.9701,11,2.7161,20,2.0331,20,2.7915,6,1.7873,9,2.8717,7,1.9838,12,1.8735,11,2.6431,3,2.929,3,2.6815,6,2.8332,4,1.4365,6,1.6774,3,3.0037,6,2.0384,8,2.5135,4,2.4119,12,2.2676,18,2.074,19,2.3288,5,1.8586,5,2.9717,8,2.0425,5,2.9653
55,4,M,2,0.77027,1.552,23,1.8879,62,1.4274,7,1.3987,16,2.1069,15,1.432,47,1.4256,14,1.8298,9,1.9524,26,1.2206,27,1.6243,9,1.4296,9,1.5816,13,1.5656,16,1.2597,12,1.8734,3,1.7145,4,2.0851,6,1.5271,9,1.3454,5,1.4287,3,2.3354,11,1.1857,9,1.7186,9,2.413,7,1.7046,22,1.4453,25,1.4052,9,2.0452,4,1.7917,5,1.4635,4,1.7941
53,4,M,1,0.62838,1.8008,16,1.7523,35,1.8104,6,2.5566,10,1.2895,6,2.0906,29,1.7604,5,1.6653,11,1.7863,4,2.0365,24,1.8409,7,1.5886,10,1.7374,4,1.9403,4,1.4584,10,1.6994,5,1.305,3,2.0869,5,2.2047,1,1.5547,2,1.0997,2,1.6419,2,1.815,8,1.7098,5,0.96824,5,1.5928,12,1.6615,17,1.8223,4,1.227,4,1.3097,1,3.5201,4,1.2942
56,4,F,2,0.84459,1.7781,25,1.6545,50,1.8333,8,2.112,17,1.4407,13,2.1646,37,1.7267,12,1.9121,13,1.4229,22,1.7918,22,1.8671,6,1.9738,8,1.8392,10,1.705,9,1.8793,8,1.4956,3,1.4212,4,1.4245,5,2.0818,6,1.9233,3,2.1442,3,1.4855,6,1.7554,5,1.5147,6,1.5423,11,1.3795,14,1.3449,23,1.9611,4,2.9823,5,1.4917,8,1.3848,5,1.4901
54,4,F,1,0.79054,1.7085,24,1.7734,49,1.6821,5,1.7733,19,1.7603,15,1.5942,34,1.719,12,1.9293,12,1.5979,20,1.8117,24,1.6012,5,1.5471,8,1.3608,11,1.9633,11,1.6879,9,1.5185,3,1.2862,4,1.9582,5,1.4069,7,1.9597,4,2.218,3,1.6784,7,1.3697,6,1.4422,8,1.8619,11,1.7008,15,1.5245,19,1.8699,7,2.5013,4,1.57,5,1.1544,4,1.5697
57,4,M,2,0.71622,1.5516,21,1.5283,58,1.5711,7,1.6498,14,1.4482,14,1.5693,44,1.5628,13,1.6759,8,1.2617,26,1.5053,23,1.6776,9,1.4859,7,2.1659,13,1.457,12,1.4309,10,1.2694,3,1.4876,4,0.96537,4,2.6941,9,1.6777,3,1.9288,3,0.98732,9,1.2603,7,1.3817,6,1.1573,8,1.6844,21,1.6239,23,1.5173,5,2.1167,0,NaN,8,1.4057,0,NaN
51,4,F,1,0.68919,2.0823,17,2.0255,34,2.0856,4,1.8963,13,2.075,10,2.1342,24,2.0625,8,2.1182,9,1.9501,6,1.9238,22,2.0463,6,2.4636,4,1.6534,2,1.4456,7,1.954,10,1.785,2,1.5919,1,2.8884,2,1.7106,1,0.002767,5,1.5699,4,2.163,2,2.9207,6,1.5366,6,1.8994,7,2.2139,8,1.762,16,2.2309,2,3.1692,3,2.5593,6,1.7604,3,2.5429
55,4,M,2,0.85135,1.706,24,1.8564,54,1.641,5,1.9136,19,1.8346,12,1.6776,42,1.6371,14,1.8627,10,1.8361,23,1.4601,24,1.9181,7,1.3337,8,2.043,10,1.4712,11,1.6495,12,1.811,2,2.1935,5,1.4651,6,1.9994,5,1.4809,4,1.8483,3,1.2159,7,1.5311,9,2.0069,6,1.4765,13,1.9962,18,1.5238,24,1.7112,7,2.2475,5,1.5122,7,1.4744,5,1.5179
58,4,M,1,0.89865,1.4961,24,1.4371,62,1.5235,9,1.3513,15,1.4955,14,1.6885,48,1.4715,14,1.5679,10,1.2345,25,1.305,29,1.7217,8,1.4665,10,1.8207,11,1.4564,15,1.4337,11,1.2964,3,2.0958,3,1.2456,7,1.7209,8,1.5287,5,2.2542,3,0.70661,10,1.038,8,1.5077,7,1.2952,8,1.6599,22,1.3711,26,1.5632,7,1.3565,3,0.97679,7,1.7404,3,1.0059
57,4,M,2,0.91892,1.4298,30,1.4962,58,1.3939,8,1.5808,22,1.4645,16,1.3213,42,1.4181,17,1.6211,13,1.3326,26,1.3218,25,1.4488,7,1.4766,9,1.3566,16,1.3712,13,1.3804,8,1.3358,3,1.6129,7,1.597,6,1.218,9,1.18,5,1.579,3,0.81358,8,1.2576,5,1.6553,10,1.4671,12,1.4604,18,1.3278,24,1.4951,9,1.7392,5,1.4081,8,1.4885,5,1.4052
53,4,M,1,0.94595,1.421,30,1.5389,59,1.3625,9,1.6696,21,1.4775,15,1.6151,44,1.2717,16,1.4923,14,1.5926,25,1.2665,25,1.5045,9,1.2295,15,1.5818,16,1.2074,9,1.2628,11,1.5159,7,1.6188,7,1.2639,8,1.5496,9,1.1607,2,1.6234,2,1.7119,7,1.1594,9,1.467,8,1.42,13,1.5148,20,1.2858,24,1.2667,8,1.5674,8,1.7297,8,1.4172,8,1.7303
