ID,Month,age,gender,targetset,accuracy,Paccu,P1accu,P2accu,P3accu,P4accu,P234accu,Maccu,M1accu,M2accu,M3accu,M4accu,M234accu,PVaccu,PAaccu,MVaccu,MAaccu,PVsingAccu,PAsingAccu,MVsingAccu,MAsingAccu,PV2Vaccu,MV2Vaccu,PA2Vaccu,MA2Vaccu,PA2Aaccu,MA2Aaccu,PV2Aaccu,MV2Aaccu,rtmean,Pno,Prt,Mno,Mrt,P1no,P1rt,P2no,P2rt,P3no,P3rt,P4no,P4rt,P234no,P234rt,M1no,M1rt,M2no,M2rt,M3no,M3rt,M4no,M4rt,M234no,M234rt,PVno,PVrt,PAno,PArt,MVno,MVrt,MAno,MArt,MAVno,MAVrt,Vsingno,Vsingrt,Asingno,Asingrt,V2Ano,V2Art,A2Vno,A2Vrt,V2Vno,V2Vrt,A2Ano,A2Art,PVsingno,PVsingrt,PAsingno,PAsingrt,MVsingno,MVsingrt,MAsingno,MAsingrt,P1Vsingno,P1Vsingrt,P1Asingno,P1Asingrt,M1Vsingno,M1Vsingrt,M1Asingno,M1Asingrt,PV2Ano,PV2Art,PA2Vno,PA2Vrt,MV2Ano,MV2Art,MA2Vno,MA2Vrt,PV2Vno,PV2Vrt,PA2Ano,PA2Art,MV2Vno,MV2Vrt,MA2Ano,MA2Art,P1V2Ano,P1V2Art,P1A2Vno,P1A2Vrt,M1V2Ano,M1V2Art,M1A2Vno,M1A2Vrt,P1V2Vno,P1V2Vrt,P1A2Ano,P1A2Art,M1V2Vno,M1V2Vrt,M1A2Ano,M1A2Art,P1Vno,P1Vrt,P1Ano,P1Art,M1Vno,M1Vrt,M1Ano,M1Art,PRrno,PRrrt,PRsno,PRsrt,MRrno,MRrrt,MRsno,MRsrt,crossno,crossrt,nocrossno,nocrossrt,T1Vno,T1Vrt,T1Ano,T1Art,T2Vno,T2Vrt,T2Ano,T2Art,PModShift,MModShift,PModRep,MModRep,Cum70,Cum75,filter_$,MAVaccu
Y14,57,1,M,1,.93919,.91667,.75,.91667,1,1,.97222,.95,.88,.92,1,1,.97333,.88235,.93333,1,.92593,1,.66667,1,.91667,.6,1,1,1,1,.88889,1,1,1215.4943,29,1438.1493,61,1109.642,7,1472.0671,8,1392.1625,7,1352.7557,15,1290.906,22,1427.3573,15,1062.3033,14,1230.9079,15,1113.2107,17,1048.3965,46,1125.0785,15,1366.298,14,1515.1329,27,1004.1933,25,1325.592,9,826.1267,16,1230.5031,16,1230.5031,10,1507.42,14,1163.4814,12,969.2417,13,1338.4423,5,1372.78,1,1616.4,8,1167.4963,9,1463.3222,2,1307.15,1,1782.4,1,869.88,2,971.105,6,1673.4833,2,1238.85,3,1360.9,6,940.7917,3,1358.1333,5,1265.712,7,762.6114,6,1334.8483,0, ,3,1488.0567,1,950.6,3,1234.04,0, ,0, ,2,1109.11,2,1531.05,5,1415.694,2,1613,6,1131.7033,5,1190.982,10,1455.356,12,1404.025,21,1009.4252,25,1222.2272,13,1279.1654,39,1118.5608,7,1712.8759,7,1688.8539,8,1063.9303,7,1674.0106,1456.16665,1150.84585,1311.92265,1048.72985,.950399492489711,.890383733359333,1,1
Y15,54,1,F,2,.88514,.9375,1,.91667,.91667,.875,.91667,.86,.92,.88,.8,.84,.84,1,.93333,.85185,.92593,1,1,.77778,1,1,.88889,1,.88889,1,1,.83333,.75,1556.3997,31,1394.3539,56,1646.1036,9,1284.0767,9,1418.4156,7,1152.8771,13,1617.8677,22,1439.4673,15,1754.1347,14,1653.9643,13,1742.4669,14,1433.015,41,1606.58,17,1151.9982,14,1688.6429,23,1537.3439,25,1874.7716,8,1244.2,14,1327.4471,14,1327.4471,8,1496.0987,13,1328.9754,13,1467.8415,14,1798.9714,5,1345.896,1,1681.9,6,1482.1783,10,2115.01,2,990.43,2,1284.9,1,980.85,2,1867.55,5,1573.98,2,978.925,2,1465.045,5,1465.84,4,1118.1375,5,1791.32,6,1342.5483,7,1664.2,0, ,3,1107.81,1,1168.8,3,1555.4,1,1119.8,0, ,2,2717.15,2,2289.8,6,1070.6817,3,1710.8667,6,1846.8917,5,1896.7,9,1393.6667,13,1471.1754,18,1423.0117,23,1750.2422,12,1479.205,36,1791.0483,9,1276.5085,6,1908.7369,8,1015.2152,6,1895.4737,1276.4525,1465.4425,1454.72875,1503.37415,.950399492489711,.890383733359333,1,.88889
Y16,53,1,F,1,.79054,.85417,.75,.91667,.91667,.66667,.88889,.76,.8,.68,.92,.64,.74667,.82353,.73333,.74074,.59259,.85714,.66667,.77778,.5,1,.66667,.6,.77778,1,.44444,.66667,1,1701.6936,25,1674.9608,44,1716.8827,6,1565.7417,8,1596.635,6,1480.1483,9,1859.75,19,1709.4511,12,1548.4833,9,1769.3089,13,1631.4469,10,1982.845,32,1780.0325,14,1461.1764,11,1947.05,20,1659.142,16,1949.975,8,1395.05,13,1527.2254,13,1527.2254,8,1869.4313,10,1589.975,11,1625.9664,9,2076.1667,4,1366.38,1,3352,6,1686.3517,4,2347.45,2,1402.55,1,1258.7,1,1465.2,2,1137,4,1552.3625,1,1372.3,3,2276.6333,6,1791.8,4,1370.725,5,2119.48,5,1348.786,2,1943.45,0, ,2,1058.725,1,1916.1,1,1659.2,1,3213.2,0, ,1,2445.6,2,2100.6,5,1627.15,1,1258.7,3,1856.6667,5,1678.26,8,1714.7375,11,1705.6064,16,1745.2594,16,1814.8056,8,1947.9013,28,1742.8296,7,1869.2706,5,2448.9203,7,1039.5649,5,2439.4022,1462.33125,2034.21665,1745.1025,1646.118,.950399492489711,.890383733359333,0,.88889
Y17,54,1,M,2,.90541,.95833,.83333,1,1,.95833,1,.88,.72,.96,.96,.88,.93333,1,.93333,.92308,.89286,1,1,.85714,.88235,1,.875,1,1,.83333,1,1,.66667,1338.3231,30,1218.21,56,1402.6695,8,1251.0587,5,1079.782,9,1183.01,15,1362.0413,22,1206.265,12,1208.2025,15,1469.7593,16,1532.4513,13,1345.0346,44,1455.7059,16,1070.3406,14,1387.2036,24,1328.5612,25,1550.3864,7,1129.1943,11,1561.39,11,1561.39,6,1344.0517,11,1398.0236,14,885.0064,13,1285.6154,4,1199.6975,3,1626.3333,6,1870.05,14,1654.2071,1,1156.2,2,1325.9,0, ,1,2713.5,3,1831.9667,1,892.35,1,874.64,7,1442.8186,6,817.9483,5,1112.82,6,927.4333,6,1378.4833,1,830.05,2,1801.15,1,863.72,1,783.88,1,924.28,0, ,1,993.52,2,1439,5,1305.324,3,1160.6167,4,975.185,4,1613.805,10,1146.113,12,1256.3917,17,1166.2218,27,1637.9737,17,1253.2388,32,1541.8772,8,1163.1328,7,1754.2649,8,985.5693,7,1789.3674,1362.15835,1158.7293,965.38415,1152.9583,.950399492489711,.890383733359333,0,1
Y18,53,1,F,1,.86486,.75,.58333,.83333,.75,.83333,.80556,.92,.88,.96,.96,.88,.93333,.70588,.86667,.92593,.85185,.57143,1,.88889,.75,.8,.88889,.8,1,.8,.88889,1,1,1817.3378,25,1656.1516,57,1888.0335,5,1762.44,7,1552.77,7,1709.8571,12,1754.9833,20,1629.5795,13,1862.7423,16,2010.17,14,1674.3886,14,1985.5786,44,1895.5059,12,1709.8158,13,1606.6154,25,1922.3408,23,2009.8126,9,1481.5222,12,2059.4167,12,2059.4167,10,1766.2,13,1676.7323,12,1838.8158,12,1828.2208,3,2395.6667,1,3352.7,8,1954.35,7,2007.3429,1,1891.2,2,1632.1,0, ,2,1502.75,6,1520.8833,2,1382.4,3,1979.9667,6,1682.52,4,1254.4975,4,1285.95,7,1955.5571,6,2238.3833,0, ,2,1828.4,1,2596.8,3,1760.2667,0, ,0, ,1,3358.9,2,1682.275,3,1849.3333,2,1632.1,4,2159.925,5,1793.37,10,1336.31,10,1922.849,20,1742.327,24,2023.155,12,1960.15,36,1965.6225,4,1726.5434,5,2041.4745,8,1698.3664,5,2044.3596,1451.64165,1831.24335,1270.22375,2096.9702,.950399492489711,.890383733359333,1,1
Y19,57,1,F,2,.94595,.9375,.83333,.91667,1,1,.97222,.95,.84,1,.96,1,.98667,.88235,.93333,1,.92593,.85714,1,1,.91667,1,1,.8,1,1,.88889,1,1,2241.0056,29,2111.0034,61,2302.8098,7,2093.2571,8,2204.0375,7,1999.1714,15,2261.5533,22,2116.65,14,2396.4714,16,2084.5312,14,2344.0643,17,2397.1412,47,2274.9106,15,1983.6533,14,2247.45,27,2341.7593,25,2323.496,9,2128.5,15,2077.32,15,2077.32,10,2455.74,13,2389.6923,14,2196.8929,13,2268.3692,4,1962.125,1,1406.6,8,2100.7375,10,2256.84,2,2051.6,2,2536.45,1,2402.2,1,2357.4,6,2482.7333,2,2234.55,3,2225.2333,6,2438.2333,4,1964.325,5,2017.68,7,2411.3,6,2406.7333,0, ,2,2060.35,1,2985.3,3,2615.6,1,1356,0, ,2,2332.05,2,2480,5,1915.98,2,2536.45,6,2485.5167,4,2575.675,10,2154.68,12,2084.9583,20,2466.675,27,2132.863,12,2736.4333,40,2211.9425,8,1987.4537,6,2122.7538,7,1972.1849,6,2121.5734,2358.64165,2331.7333,1991.0025,2409.01665,.950399492489711,.890383733359333,1,1
Y21,47,1,F,2,.88514,1,1,1,1,.83333,1,.83,.8,.88,.8,.84,.84,1,1,.92308,.60714,1,1,.85714,.58824,1,1,1,1,1,.5,1,1,1558.6467,31,1342.3239,48,1698.3552,9,1634.4556,5,1075.072,9,1178.9411,12,1577.3425,22,1222.8155,11,1815.2545,12,1888.3,13,1611.6285,12,1495.2067,37,1663.6014,16,1253.3563,15,1437.2227,24,1625.4283,17,1841.7294,7,1600.1957,11,1548.6455,11,1548.6455,7,1546.5429,11,1702.2155,15,1191.154,10,1626.04,4,1352.825,3,1376.3467,6,1578.5,9,1747.7222,1,2152.8,2,1774.75,0, ,1,2373.5,3,1466.7667,1,1127.9,2,1543,7,1917.3386,6,930.2667,5,1250.36,7,1362.3157,3,1926.0667,1,1285.1,2,1531.4,1,2054.4,1,1112.3,1,1077.6,1,1942.6,1,1671.9,1,2287.8,5,1586.58,4,1694.3,4,1645.425,3,2238.5667,10,1198.624,12,1242.975,16,1517.5281,21,1774.8952,15,1739.7313,26,1700.9119,8,1420.3155,7,1497.8545,8,1097.1557,7,1498.1866,1297.33335,1730.1693,1090.31335,1644.1912,.950399492489711,.890383733359333,0,1
Y22,53,1,F,1,.89189,.95833,1,.83333,1,.91667,.94444,.86,.8,.84,.88,.92,.88,1,.93333,1,.64286,1,1,1,.64706,1,1,1,1,.83333,.625,1,.66667,1344.5699,30,1180.914,51,1440.838,9,1250.4222,4,1256.96,9,1149.2389,15,1373.0847,21,1151.1248,11,1357.7318,11,1535.6609,14,1419.9564,15,1451.7353,40,1463.6923,16,1068.1463,14,1309.7914,26,1084.5646,18,2161.6556,7,910.6086,12,1280.9125,12,1280.9125,6,1535.4567,11,1003.5264,15,944.4407,10,1583.684,4,1045.4825,3,1449.7333,7,1378.5029,9,2280.2889,1,1539.5,2,1145,0, ,2,2517.75,3,1476.78,1,1201.7,2,1878.45,7,1039.1514,6,948.3683,4,1080.06,7,852.1286,4,2031.1,1,1025.5,2,895.7,0, ,1,771.63,1,1505.9,1,1921.8,1,1005.6,1,1470.4,5,1203.3,4,1309.325,4,1146.1475,3,2168.6333,10,1061.465,11,1232.6336,18,1195.6,22,1683.0405,14,1390.335,30,1588.1263,8,1026.5566,7,1373.9702,8,1110.1146,7,1363.4934,1339.24,1458.8007,1014.21415,1441.6143,.950399492489711,.890383733359333,0,1
Y23,55,1,F,2,.72973,.875,.83333,.91667,.91667,.75,.88889,.66,.52,.64,.84,.64,.70667,.76471,.85714,.68,.53571,1,1,.63636,.54545,.66667,.85714,.83333,.4,.5,.6,1,.42857,1794.8213,25,1764.064,36,1816.1806,6,1682.9567,6,1613.41,6,1822.4167,13,1755.8923,19,1789.6768,7,1776.1143,10,1803.4,9,1972.1222,10,1716.66,29,1825.8517,13,1579.6308,12,1963.8667,17,1818.9706,15,1865.9467,4,1617.7,11,1725.3091,11,1725.3091,7,1838.9,7,1414.22,10,1972.076,8,2258.95,3,1571.3667,5,2057.38,5,1635.5,6,1486.3333,1,1625.8,1,1406.8,2,2230.5,0, ,4,2041.55,3,1669.6333,2,1466.1,1,1464,3,1245.4867,1,2091.3,5,2301.06,5,2493.16,0, ,2,1118.32,1,1773.9,1,1190,1,3213.3,1,1615.2,1,1265.7,1,1899.3,4,1768.935,2,1511,4,1729.175,2,1836.6,6,1723.4167,13,1820.2585,12,1924.6,17,1756.1471,16,1868.2812,16,1813.7,5,2293.2805,6,2276.8625,8,1133.4655,6,2283.3073,1855.59165,1465.05,1668.39335,2397.11,.950399492489711,.890383733359333,0,.57143
Y24,53,1,M,1,.75676,.72917,.83333,.75,.75,.66667,.69444,.77,.72,.72,.8,.84,.78667,.76471,.71429,.76,.64286,.75,.83333,.72727,.45455,1,.85714,.5,.8,.75,.8,.5,.71429,2294.6971,23,2253.6565,43,2316.6491,8,2342.1,6,1942.6667,4,2570.65,12,2087.2892,15,2206.4867,8,2691.3125,12,2354.345,9,2040.5,14,2247.7693,35,2231.0117,13,1970.5077,10,2621.75,19,2134.5368,18,2692.8889,6,1764.6183,11,2349.6727,11,2349.6727,7,2626.4143,7,1968.0143,12,1866.0583,11,2637.9273,2,1457.1,4,2578.775,5,2695.9,4,2978.725,1,1665.9,1,1885.2,3,2595.6,1,3172.2,2,2524.2,1,3346.6,5,2667.3,4,1432.35,4,1463.075,2,2810.35,5,1849.3,7,2424.2714,0, ,2,2350.05,0, ,0, ,2,2131.6,1,3348.1,1,3030.7,1,3078.5,6,2250.5833,2,2616.65,4,2704.375,2,3125.35,4,2416.95,11,2129.9545,18,2076.1928,17,2394.9376,14,2204.8857,23,2528.687,5,1841.0029,5,2977.2058,8,2069.174,5,2963.4848,2935.4,2049.825,2136.7125,2136.7857,.950399492489711,.890383733359333,0,.85714
Y25,55,1,M,2,.75676,.66667,.75,.5,.75,.75,.63889,.8,.76,.68,.88,.88,.81333,.76471,.57143,.96296,.9,.71429,.6,1,.88889,1,1,.75,1,1,1,.33333,.85714,1544.2159,21,1886.7867,62,1428.1839,7,1399.6314,3,1380.1667,6,2198.9167,10,2131.26,14,2130.3643,15,1436.114,13,1460.9015,18,1446.3756,16,1373.7006,47,1425.653,13,1703.8477,8,2184.0625,26,1222.3681,27,1627.9574,9,1423.4422,11,1526.3636,11,1526.3636,8,1758.115,12,1412.6867,16,1261.8344,12,1871.3083,3,1950.2,1,3181.4,6,1102.8,7,1547.8471,2,2161.3,2,1189,0, ,1,1576.5,2,2458,1,2667.9,4,1603.93,7,1243.0529,4,1553.025,3,2332.3667,7,1135.9486,7,1647.8714,0, ,2,1082.235,2,1366.6,2,1709.25,1,932.35,0, ,4,1273.315,2,1961.75,5,1483.884,2,1189,6,1418.6267,5,1646.64,8,2251.2875,6,1969.1333,22,1446.5368,25,1407.2752,25,1381.3964,28,1471.4825,8,1861.2002,3,2354.7331,5,1446.4433,3,2358.6691,2562.95,1423.49145,1942.69585,1391.91,.950399492489711,.890383733359333,0,1
Y27,56,1,F,2,.83108,.85417,.91667,.83333,.83333,.79167,.83333,.82,.8,.84,.92,.72,.82667,.70588,1,.75,.84615,1,1,.85714,.81818,.6,.75,.57143,.55556,1,.83333,1,.83333,1729.6747,25,1660.9776,48,1765.4544,8,2126.3875,6,1337.15,7,1623.0857,8,1603.5175,17,1441.9612,12,2036.1667,11,1769.1027,14,1709.0614,11,1538.2564,36,1675.2169,12,1918.5,13,1423.2646,21,1701.5895,22,1856.6832,5,1632.28,10,2042.08,10,2042.08,8,1843.0175,9,1497.8089,9,1878.3889,8,1496.9413,2,1552.55,5,1350.34,5,2159.42,6,2011.8833,2,2306.45,2,1507.3,1,1905.7,3,1782.6333,3,1422.2133,2,1171.3,3,1954.1,4,1194.145,2,1788.9,3,1489.8333,4,1360.4,4,1298.5575,0, ,2,1662.2,2,2307.6,1,3036.7,1,2863.2,0, ,2,2511.45,1,2311.8,6,2332.75,2,1507.3,5,2265.98,6,2045.8167,6,1555.99,11,1379.7636,14,1344.7914,22,1885.4877,12,1883.9683,31,1741.0577,4,2973.1146,5,1500.8627,8,1386.0784,5,1494.0129,1296.75665,1574.1225,1639.36665,1329.47875,.950399492489711,.890383733359333,1,.71429
Y28,54,1,F,1,.79054,.8125,.66667,.83333,.75,.79167,.86111,.78,.84,.84,.72,.72,.76,.70588,.92308,.71429,.92308,1,.85714,.42857,1,.8,.875,.57143,.77778,1,1,1,.83333,1710.2582,24,1768.7083,49,1681.6296,5,1785.94,7,1807.6,6,1955.6667,11,1551.2727,19,1764.1737,15,1597.4433,10,1722.05,11,1729.1727,13,1707.4462,34,1718.7706,12,1936.0833,12,1601.3333,20,1813.49,24,1601.2604,5,1539.96,7,1893.6,7,1893.6,8,1359.8812,11,1960.0545,11,1676.3727,9,1522.0444,2,1072.55,4,1731.825,3,2248.6333,7,2114.7714,2,2182.1,2,1699.3,0, ,4,1373.05,3,1286.5,3,2232.1333,2,1683.75,5,1766.7,4,2215.1,3,1676.8667,4,1252.95,5,1488.9,0, ,1,1166.9,3,1217.35,2,2431.9,0, ,0, ,3,1522.6333,1,1223.3,3,1843.7,2,1699.3,6,1990.5,8,1295.9437,8,1861.15,11,1693.6455,15,1527.2867,19,1869.9421,11,1554.7545,33,1745.3864,7,2534.4947,4,1573.9851,5,1149.7139,4,1564.9761,1759.31665,1725.225,1945.98335,1370.925,.950399492489711,.890383733359333,1,.71429
Y29,57,1,M,2,.70946,.75,.83333,.66667,.83333,.70833,.72222,.69,.64,.6,.72,.8,.70667,.76471,.53333,.96296,.81481,.85714,.66667,.88889,.83333,.6,1,.8,1,.6,.77778,.5,.75,1529.4396,21,1518.4376,57,1533.493,7,1642.7314,6,1679.8283,5,1283.726,10,1628.476,14,1456.2907,13,1429.42,13,1609.2615,15,1357.552,16,1721.435,44,1564.2418,13,1677.4762,8,1260,26,1503.02,22,1589.8668,9,1483.7233,14,1769.2929,14,1769.2929,6,1944.9167,13,1461.7146,12,1426.11,10,1266.233,4,1931.175,0, ,7,1618.0857,8,1435.1975,2,2208.7,2,1331.13,1,1301.4,2,2089.55,3,1487.6333,2,874.265,3,2402.2,6,1590.4,2,1748.55,3,984.9467,7,1330.6243,6,1423.3483,0, ,2,1065.18,0, ,3,1860.3333,1,2289.1,0, ,2,1006.375,1,1167.4,5,1767.372,2,1331.13,6,1482.525,3,1782.1667,6,1152.85,8,1683.8713,21,1617.5981,23,1515.5252,12,1402.1458,36,1589.7178,5,2104.544,0, ,8,1393.1302,0, ,1180.94915,1996.3,1366.74835,1376.9863,.950399492489711,.890383733359333,1,1
Y31,55,1,M,2,.84459,.85417,.75,.91667,1,.79167,.88889,.84,.8,.84,.84,.88,.85333,.82353,.71429,.92,.82143,1,.83333,.81818,.81818,.66667,1,.83333,1,.75,.8,.5,.85714,1682.7716,24,1852.655,53,1605.8432,5,1933.53,6,1923.7333,7,1532.7814,14,1820.5071,19,1831.3721,12,1675.5067,16,1543.4775,11,1580.27,14,1637.5,41,1585.4539,14,1861.25,10,1840.622,23,1456.2078,23,1839.1378,7,1330.9629,13,1586.9369,13,1586.9369,8,2045.9,10,1473.84,11,1645.8091,11,1640.7564,3,2169.8333,5,2074.534,6,1330.1367,7,1894.4143,1,1440.1,0, ,3,1566.5867,2,1328.65,2,2193.5,4,1492.6,5,1859.22,4,1457.825,3,1615.3,2,1355.3,6,1537.25,6,1618.4617,0, ,1,1365.8,1,2684.1,1,1570.9,1,2580.2,1,935.95,1,1454.3,2,2345.5,4,2182.925,1,935.95,5,1544.992,5,2006.48,6,1474.85,13,1995.9208,18,1527.4039,23,1630.8843,15,1546.952,31,1696.4087,7,2265.9887,5,1512.9574,7,1473.1319,5,1524.4784,1843.05,1658.5225,1485.3,1577.85585,.950399492489711,.890383733359333,1,1
Y32,58,1,M,1,.85811,.70833,.66667,.66667,.75,.83333,.72222,.93,.88,.96,1,.88,.94667,.58824,.57143,.92593,.96667,.57143,.6,1,1,.8,.90909,.5,.88889,.66667,.88889,.5,1,1561.8141,18,1700.3106,62,1521.6055,6,1992.4167,3,1700.0333,6,1523.015,9,1458.6778,12,1554.2575,14,1688.05,14,1565.0893,18,1468.1294,16,1398.0787,48,1473.0592,10,1819.589,8,1551.2125,25,1306.9136,29,1718.6583,8,1478.2013,10,1541.428,10,1541.428,10,1835.197,10,1595.307,14,1288.9914,10,1425.688,3,1714.3333,1,1095.6,6,1449.9467,7,1856.0143,1,1571.6,2,1428.85,0, ,2,2307.7,2,1680.8,1,1697.9,5,1398.994,6,1735.8883,3,1737.8633,2,1069.7,7,981.0471,6,1385.43,1,2955.4,1,2068.2,2,2520,2,885.82,1,2501.6,0, ,3,1154.4533,2,1902.45,3,2047.1333,3,1937.7,5,1047,6,2243.3833,6,1512.8483,6,1595.6667,22,1365.7036,26,1563.8985,27,1463.587,27,1592.4844,3,2000.4821,1,2955.4,7,1762.933,1,2955.4,1689.35,1567.44115,1403.78165,1183.23855,.950399492489711,.890383733359333,0,.88889
Y33,57,1,M,2,.89865,.9375,1,1,.91667,.83333,.91667,.88,1,.92,.8,.8,.84,1,.92308,.92857,.92308,1,1,.85714,1,1,1,1,1,.66667,.83333,1,1,1479.8425,29,1546.929,56,1445.1012,8,1578.7875,7,1512.57,9,1678.4889,12,1664.7792,21,1534.7924,16,1323.6956,10,1146.579,15,1442.7267,15,1775.99,40,1493.6635,17,1618.8471,12,1445.045,26,1325.0362,24,1502.2742,6,1736.6917,10,1597.706,10,1597.706,9,1353.3867,16,1369.8156,13,1382.9669,7,1526.7557,2,1586.9,5,1472.27,5,1636.932,7,1484.0429,2,1398.8,2,1324.85,1,1821,4,1541.225,3,1630.8333,5,1633.68,3,1215.2767,7,1256.6114,4,1549.4,2,1218.495,5,1159.794,4,1537.275,0, ,2,1503.5,3,1214.05,2,972.685,1,1693.5,0, ,3,1429.5,1,2101.2,6,1663.4333,2,1324.85,7,1216.9043,8,1488.5312,9,1633.1222,12,1461.045,16,1486.4094,24,1498.4996,17,1466.8329,33,1380.8897,9,1734.4764,5,1405.8591,8,1495.7344,5,1399.9394,1632.25665,1235.94405,1383.9475,1348.5345,.950399492489711,.890383733359333,1,.85714
Y34,53,1,M,1,.93919,1,1,1,1,.91667,1,.91,.84,.96,.92,.92,.93333,1,1,.88889,.89286,1,1,.75,.66667,1,1,1,.9,1,1,1,1,1394.5397,30,1536.8353,58,1320.9384,9,1672.3778,8,1616.425,8,1452.875,9,1213.1944,21,1478.7457,14,1467.2979,16,1295.3713,15,1339.9547,13,1172.8462,44,1274.3695,16,1489,14,1591.5043,24,1167.9375,25,1501.834,9,1226.4533,12,1329.4042,12,1329.4042,15,1579.5067,16,1206.3469,9,1262.2456,11,1511.3409,4,1582.925,3,1280.82,5,1235.6,3,1442.2333,2,1262.45,2,1857.95,1,918.25,3,1564.5333,5,1591.4,5,1250.4,6,1386.9833,7,1116.3357,2,1623.4,2,1711.85,4,1072.5025,7,1439.0329,2,1671,2,1305.8,2,2035.85,2,1311.8,0, ,0, ,3,1274.4667,2,1563.91,5,1598.7,4,1764.475,6,1227.5417,7,1699.0171,8,1419.8,13,1515.02,20,1285.375,24,1265.1983,17,1320.8106,32,1347.5803,8,1565.0797,8,1732.4905,8,1404.8356,8,1724.2734,1420.9,1251.6595,1667.625,1255.7677,.950399492489711,.890383733359333,1,1
